booking_id,user_id,shop_id,service_type,time_of_day,distance_km,rating_given
B04257,U0519,S042,Haircut,Afternoon,2,4
B04258,U0876,S049,Haircut,Weekend,7.6,3.5
B04259,U0110,S100,Coloring,Afternoon,7.5,4.2
B04260,U0810,S013,Coloring,Evening,2.8,3.3
B04261,U0605,S051,Spa,Weekend,12.3,5
B04262,U0682,S057,Haircut,Weekend,10.5,4.2
B04263,U0484,S094,Coloring,Afternoon,3.8,4.8
B04264,U0247,S060,Spa,Morning,2.2,5
B04265,U0715,S023,Coloring,Morning,8,4.4
B04266,U0865,S086,Manicure,Morning,5.8,5
B04267,U0826,S029,Coloring,Weekend,10.2,3.4
B04268,U0524,S006,Spa,Evening,0.5,3.6
B04269,U0152,S077,Manicure,Evening,12,4.1
B04270,U0427,S011,Coloring,Morning,12.8,2.7
B04271,U0226,S017,Haircut,Afternoon,13.9,2.3
B04272,U0844,S065,Spa,Morning,13.4,5
B04273,U0279,S068,Manicure,Morning,12,4.2
B04274,U0769,S085,Coloring,Weekend,13.1,3.4
B04275,U0793,S029,Coloring,Evening,7.7,2.7
B04276,U0930,S048,Haircut,Evening,2.9,3.3
B04277,U0786,S002,Haircut,Afternoon,2.6,3.5
B04278,U0888,S095,Manicure,Morning,8.9,4
B04279,U0620,S069,Spa,Weekend,12.4,3.2
B04280,U0009,S016,Spa,Weekend,3.1,4.5
B04281,U0038,S035,Coloring,Evening,1.7,3.5
B04282,U0691,S073,Spa,Afternoon,2.5,3.7
B04283,U0927,S087,Coloring,Weekend,6.8,3.9
B04284,U0011,S067,Haircut,Afternoon,14.3,3.4
B04285,U0590,S093,Spa,Weekend,1.7,4.2
B04286,U0385,S053,Manicure,Afternoon,6.7,3.4
B04287,U0878,S089,Pedicure,Weekend,8.4,3.9
B04288,U0926,S095,Manicure,Evening,8.7,5
B04289,U0998,S092,Haircut,Evening,2,3.6
B04290,U0878,S033,Pedicure,Weekend,3.9,3.6
B04291,U0981,S089,Haircut,Morning,1.1,3.3
B04292,U0017,S089,Pedicure,Evening,12.1,2.8
B04293,U0720,S019,Spa,Weekend,3.7,3.8
B04294,U0497,S054,Haircut,Weekend,1.8,4.5
B04295,U0928,S010,Manicure,Evening,9.4,4.2
B04296,U0312,S019,Coloring,Evening,5.4,4.1
B04297,U0993,S059,Manicure,Evening,4.2,4.3
B04298,U0552,S045,Pedicure,Weekend,5.5,4
B04299,U0641,S072,Coloring,Morning,8,4.8
B04300,U0346,S020,Coloring,Afternoon,2.2,4.2
B04301,U0692,S005,Spa,Morning,3.4,4
B04302,U0281,S009,Manicure,Afternoon,3.2,3.4
B04303,U0367,S011,Coloring,Weekend,13.4,2.9
B04304,U0971,S019,Spa,Weekend,9.2,4.4
B04305,U0545,S021,Coloring,Evening,9.1,4.4
B04306,U0453,S015,Coloring,Weekend,2.9,5
B04307,U0365,S035,Coloring,Weekend,3.2,3.6
B04308,U0870,S094,Coloring,Afternoon,6.5,4.4
B04309,U0829,S024,Manicure,Evening,0.9,4.2
B04310,U0194,S059,Manicure,Evening,7.6,3.8
B04311,U0170,S090,Coloring,Morning,1.9,4.9
B04312,U0036,S067,Pedicure,Evening,1.4,4
B04313,U0209,S089,Haircut,Weekend,1.8,3.2
B04314,U0257,S019,Coloring,Afternoon,2.2,3.8
B04315,U0651,S006,Pedicure,Morning,7.3,3.6
B04316,U0154,S080,Manicure,Evening,3.9,5
B04317,U0983,S028,Pedicure,Morning,13.6,3.7
B04318,U0451,S020,Coloring,Weekend,10.6,4.3
B04319,U0074,S060,Spa,Morning,0.8,3.8
B04320,U0421,S045,Pedicure,Weekend,14.8,4.1
B04321,U0405,S027,Pedicure,Morning,7.7,4.5
B04322,U0953,S071,Pedicure,Afternoon,8.8,2.9
B04323,U0632,S093,Pedicure,Evening,3.3,3.8
B04324,U0207,S061,Manicure,Morning,11.9,3.6
B04325,U0276,S071,Pedicure,Afternoon,12.5,3.1
B04326,U0352,S049,Haircut,Evening,9.6,2.7
B04327,U0362,S090,Haircut,Afternoon,0.8,4.4
B04328,U0176,S057,Haircut,Weekend,3.6,3.6
B04329,U0092,S028,Coloring,Weekend,7.7,4.5
B04330,U0047,S068,Pedicure,Evening,11,4
B04331,U0622,S077,Manicure,Weekend,13.7,5
B04332,U0243,S062,Pedicure,Evening,8.4,2.4
B04333,U0019,S037,Coloring,Weekend,4.4,4
B04334,U0861,S012,Manicure,Evening,2.5,3.5
B04335,U0158,S042,Spa,Morning,4.2,3.3
B04336,U0484,S043,Pedicure,Weekend,9.2,3.7
B04337,U0746,S074,Spa,Evening,2.9,2.4
B04338,U0333,S052,Manicure,Afternoon,7.5,3.8
B04339,U0556,S085,Coloring,Morning,7.8,4.5
B04340,U0379,S041,Pedicure,Morning,12.8,3.9
B04341,U0903,S071,Haircut,Weekend,13.7,3.4
B04342,U0507,S009,Haircut,Morning,11.3,3.9
B04343,U0972,S070,Manicure,Morning,1.3,4.3
B04344,U0177,S050,Haircut,Afternoon,12.5,2.4
B04345,U0140,S045,Pedicure,Weekend,5.8,3
B04346,U0914,S062,Pedicure,Weekend,13.4,3
B04347,U0264,S067,Spa,Afternoon,1,3.6
B04348,U0537,S089,Haircut,Morning,14.8,3.7
B04349,U0999,S075,Spa,Afternoon,2.9,4.5
B04350,U0224,S010,Pedicure,Morning,10.3,3.6
B04351,U0024,S034,Coloring,Weekend,14,4.7
B04352,U0161,S001,Spa,Afternoon,1,3.8
B04353,U0097,S086,Coloring,Afternoon,1.5,4.2
B04354,U0524,S019,Spa,Morning,2,3.2
B04355,U0059,S044,Spa,Morning,0.6,3.4
B04356,U0506,S070,Coloring,Evening,11.4,4.1
B04357,U0612,S008,Pedicure,Weekend,11.2,4.1
B04358,U0772,S098,Haircut,Evening,5.3,3.5
B04359,U0417,S083,Coloring,Afternoon,0.8,2.6
B04360,U0177,S095,Haircut,Afternoon,6.2,5
B04361,U0704,S081,Haircut,Afternoon,3.4,4
B04362,U0033,S027,Coloring,Weekend,4.9,3.8
B04363,U0764,S085,Haircut,Weekend,6.8,4.1
B04364,U0583,S047,Coloring,Morning,12.4,4.5
B04365,U0631,S010,Coloring,Weekend,4.2,3.6
B04366,U0994,S051,Spa,Morning,4.6,5
B04367,U0556,S094,Coloring,Evening,8,5
B04368,U0726,S089,Pedicure,Morning,5.8,2.8
B04369,U0531,S022,Spa,Evening,7,3.3
B04370,U0387,S042,Haircut,Weekend,0.8,4
B04371,U0831,S045,Pedicure,Weekend,7.1,3.6
B04372,U0850,S007,Haircut,Morning,10.2,4.6
B04373,U0596,S054,Haircut,Weekend,1.9,3.8
B04374,U0385,S049,Haircut,Afternoon,6,3.6
B04375,U0820,S061,Manicure,Evening,11.4,4.9
B04376,U0627,S059,Pedicure,Morning,2.9,3.4
B04377,U0634,S087,Coloring,Evening,11.3,3.3
B04378,U0870,S084,Coloring,Weekend,10,2.4
B04379,U0470,S091,Haircut,Afternoon,2.6,4.2
B04380,U0654,S011,Coloring,Morning,1,3.2
B04381,U0058,S064,Pedicure,Weekend,10,3
B04382,U0911,S071,Pedicure,Evening,13.9,2.4
B04383,U0416,S055,Pedicure,Weekend,1.2,5
B04384,U0083,S005,Pedicure,Morning,6.3,4.1
B04385,U0728,S092,Coloring,Morning,1.6,2.9
B04386,U0895,S020,Haircut,Afternoon,10.6,4.8
B04387,U0106,S006,Coloring,Morning,7.5,3.3
B04388,U0036,S051,Spa,Afternoon,1.2,5
B04389,U0673,S013,Coloring,Weekend,7.5,4.2
B04390,U0938,S018,Coloring,Weekend,9,4
B04391,U0939,S071,Pedicure,Afternoon,3.3,3
B04392,U0129,S035,Coloring,Morning,11,3.2
B04393,U0596,S011,Coloring,Morning,3.9,3.3
B04394,U0213,S037,Spa,Morning,1.8,3
B04395,U0978,S014,Haircut,Evening,4.9,4.4
B04396,U0707,S063,Spa,Evening,2.2,5
B04397,U0777,S020,Coloring,Afternoon,3.6,4.1
B04398,U0145,S048,Haircut,Afternoon,3.9,4
B04399,U0078,S089,Haircut,Evening,10.2,3.4
B04400,U0131,S058,Spa,Morning,15,3.5
B04401,U0806,S001,Coloring,Evening,5.3,3.7
B04402,U0078,S002,Haircut,Evening,5.2,2.4
B04403,U0697,S091,Haircut,Afternoon,5.6,4.9
B04404,U0950,S054,Spa,Evening,1.2,4
B04405,U0676,S026,Spa,Afternoon,1.1,4.3
B04406,U0034,S020,Haircut,Evening,2.3,4.2
B04407,U0285,S052,Manicure,Morning,4.8,4.6
B04408,U0184,S053,Manicure,Morning,8,4.5
B04409,U0615,S032,Pedicure,Weekend,1.7,3
B04410,U0538,S016,Spa,Afternoon,6.2,4.9
B04411,U0013,S099,Coloring,Weekend,4.6,3.8
B04412,U0699,S099,Haircut,Afternoon,8.1,3.7
B04413,U0032,S014,Haircut,Evening,0.8,4.6
B04414,U0740,S003,Pedicure,Evening,13.7,4.3
B04415,U0349,S044,Haircut,Weekend,2.7,3.8
B04416,U0172,S097,Coloring,Evening,2.6,3.4
B04417,U0305,S071,Haircut,Weekend,10.8,2.5
B04418,U0251,S040,Pedicure,Evening,12.7,3.6
B04419,U0498,S050,Haircut,Morning,10.1,3.2
B04420,U0821,S064,Haircut,Morning,2,2.5
B04421,U0373,S089,Pedicure,Weekend,9.1,3.2
B04422,U0009,S089,Haircut,Morning,14.5,2.6
B04423,U0561,S099,Haircut,Weekend,6.2,4
B04424,U0840,S012,Haircut,Morning,14.3,2.8
B04425,U0466,S059,Haircut,Morning,6.3,4.3
B04426,U0763,S014,Haircut,Afternoon,2.2,5
B04427,U0901,S053,Manicure,Afternoon,12.1,4.8
B04428,U0317,S057,Haircut,Weekend,5.3,4.6
B04429,U0143,S076,Pedicure,Afternoon,0.9,5
B04430,U0948,S072,Haircut,Evening,6.5,4.9
B04431,U0274,S069,Manicure,Morning,3.6,3.1
B04432,U0658,S052,Coloring,Evening,3.5,5
B04433,U0631,S067,Spa,Weekend,2.4,4
B04434,U0816,S001,Coloring,Afternoon,1.4,3.2
B04435,U0486,S047,Coloring,Weekend,9.8,4.2
B04436,U0043,S064,Haircut,Morning,9.3,2.6
B04437,U0584,S014,Haircut,Weekend,4.9,4.9
B04438,U0677,S032,Coloring,Weekend,10.6,3.7
B04439,U0674,S066,Haircut,Afternoon,2.7,3.7
B04440,U0665,S053,Manicure,Afternoon,14.3,4.4
B04441,U0415,S034,Coloring,Morning,13,5
B04442,U0106,S074,Spa,Morning,2,3.4
B04443,U0411,S036,Manicure,Evening,13,4.1
B04444,U0069,S092,Coloring,Morning,5.7,3.1
B04445,U0922,S038,Haircut,Morning,5.2,3.8
B04446,U0432,S070,Spa,Morning,2.7,4.7
B04447,U0301,S006,Haircut,Evening,1,3.7
B04448,U0409,S006,Spa,Afternoon,11.8,3.5
B04449,U0429,S024,Coloring,Evening,12.5,4.5
B04450,U0584,S052,Manicure,Weekend,4.1,3.8
B04451,U0559,S013,Spa,Afternoon,1.6,4.5
B04452,U0425,S022,Coloring,Evening,1.6,4
B04453,U0905,S009,Haircut,Evening,3.4,4
B04454,U0207,S006,Haircut,Weekend,6.8,3.5
B04455,U0883,S076,Coloring,Weekend,5.6,3.8
B04456,U0694,S043,Pedicure,Evening,0.6,2.8
B04457,U0375,S063,Manicure,Weekend,4.3,4.8
B04458,U0078,S011,Coloring,Evening,2.5,4
B04459,U0705,S036,Pedicure,Evening,7.1,3.7
B04460,U0069,S001,Spa,Weekend,2.2,3.7
B04461,U0771,S049,Coloring,Evening,12.7,3.1
B04462,U0216,S059,Manicure,Morning,7.6,3.5
B04463,U0031,S100,Coloring,Weekend,13.7,3.7
B04464,U0906,S036,Manicure,Morning,5.8,3.9
B04465,U0893,S097,Manicure,Afternoon,8.5,3
B04466,U0273,S070,Manicure,Weekend,2.9,4.7
B04467,U0692,S040,Manicure,Weekend,5.5,4.2
B04468,U0742,S095,Haircut,Morning,10,4.2
B04469,U0979,S002,Haircut,Morning,1.9,2.7
B04470,U0190,S083,Manicure,Afternoon,6.1,4
B04471,U0184,S034,Manicure,Morning,7.6,5
B04472,U0437,S017,Manicure,Evening,4.4,2.7
B04473,U0259,S080,Manicure,Morning,3.1,4.6
B04474,U0747,S043,Pedicure,Weekend,12.8,3.4
B04475,U0077,S060,Spa,Morning,7.9,4.4
B04476,U0881,S034,Manicure,Morning,11.9,4.7
B04477,U0094,S050,Haircut,Weekend,2.9,2.4
B04478,U0951,S014,Haircut,Weekend,1.2,4.3
B04479,U0823,S059,Pedicure,Weekend,7.9,3.3
B04480,U0815,S029,Coloring,Weekend,2.6,2.6
B04481,U0172,S084,Coloring,Evening,0.7,2.4
B04482,U0253,S071,Haircut,Evening,2,2.1
B04483,U0347,S049,Coloring,Weekend,2.4,3.7
B04484,U0648,S095,Manicure,Weekend,1.5,4.7
B04485,U0843,S023,Coloring,Morning,0.6,4.5
B04486,U0395,S019,Spa,Morning,7,4.6
B04487,U0593,S038,Haircut,Afternoon,7.2,3.9
B04488,U0157,S087,Coloring,Weekend,5.2,3.3
B04489,U0864,S049,Pedicure,Afternoon,14.9,2.7
B04490,U0810,S017,Haircut,Afternoon,1.8,3.5
B04491,U0640,S047,Coloring,Morning,5.6,4.4
B04492,U0797,S040,Manicure,Morning,13,4.1
B04493,U0800,S083,Coloring,Evening,1.1,3.2
B04494,U0606,S078,Coloring,Weekend,14.1,4.6
B04495,U0048,S100,Pedicure,Morning,3.3,4.3
B04496,U0779,S005,Coloring,Evening,5.9,4.1
B04497,U0565,S080,Manicure,Weekend,5.1,4.2
B04498,U0646,S026,Manicure,Evening,8.2,4.5
B04499,U0530,S052,Pedicure,Afternoon,14.9,4.5
B04500,U0464,S068,Coloring,Weekend,14,3.6
B04501,U0893,S063,Manicure,Afternoon,13.2,5
B04502,U0610,S084,Coloring,Evening,1.9,3.6
B04503,U0842,S038,Haircut,Evening,11.6,3.7
B04504,U0859,S098,Coloring,Morning,1.7,3.3
B04505,U0427,S074,Spa,Morning,5.8,2.4
B04506,U0125,S023,Coloring,Weekend,9.9,5
B04507,U0385,S042,Haircut,Afternoon,4.6,3.7
B04508,U0258,S004,Spa,Evening,2.7,3.3
B04509,U0792,S048,Haircut,Evening,1.6,3.2
B04510,U0687,S036,Coloring,Evening,3.2,3.8
B04511,U0570,S010,Manicure,Weekend,3.6,3.6
B04512,U0984,S056,Haircut,Weekend,13.4,4
B04513,U0675,S048,Haircut,Morning,11.9,3.7
B04514,U0780,S016,Spa,Morning,6,4.2
B04515,U0573,S077,Haircut,Morning,0.8,3.8
B04516,U0169,S012,Haircut,Afternoon,0.9,4.3
B04517,U0925,S021,Manicure,Morning,2.3,4.2
B04518,U0309,S099,Coloring,Weekend,4.4,3.6
B04519,U0084,S049,Coloring,Weekend,12.4,3.7
B04520,U0861,S084,Coloring,Evening,8.4,3.7
B04521,U0770,S011,Coloring,Evening,5.4,3.6
B04522,U0528,S002,Haircut,Evening,2.2,2.2
B04523,U0970,S026,Coloring,Morning,0.6,3.6
B04524,U0979,S058,Pedicure,Morning,14.8,2.5
B04525,U0936,S052,Pedicure,Evening,8,4.4
B04526,U0525,S046,Haircut,Morning,8.2,3.5
B04527,U0584,S080,Manicure,Weekend,4.1,4.5
B04528,U0223,S008,Haircut,Evening,10.5,4.7
B04529,U0115,S017,Manicure,Morning,5.1,3.5
B04530,U0038,S057,Coloring,Evening,2.6,3.9
B04531,U0525,S061,Manicure,Afternoon,10.3,3.9
B04532,U0849,S008,Spa,Morning,1.2,4.4
B04533,U0273,S081,Manicure,Evening,0.9,3.9
B04534,U0541,S014,Haircut,Evening,3.5,4.1
B04535,U0250,S035,Coloring,Weekend,2.4,3.7
B04536,U0710,S061,Manicure,Afternoon,9.7,4.4
B04537,U0825,S002,Haircut,Evening,1.8,2.7
B04538,U0990,S002,Haircut,Morning,3.9,2.7
B04539,U0337,S010,Coloring,Evening,9.3,3.5
B04540,U0238,S026,Spa,Weekend,13.1,3.6
B04541,U0402,S087,Coloring,Weekend,2.5,3.4
B04542,U0340,S024,Manicure,Afternoon,9.9,3.7
B04543,U0491,S087,Coloring,Weekend,2.9,3.5
B04544,U0576,S065,Spa,Morning,9.9,5
B04545,U0298,S071,Pedicure,Afternoon,7.5,3.5
B04546,U0660,S032,Coloring,Evening,4.9,2.9
B04547,U0036,S077,Pedicure,Afternoon,2.5,4.7
B04548,U0717,S055,Spa,Weekend,8.2,4.6
B04549,U0665,S030,Haircut,Afternoon,7.9,4.2
B04550,U0108,S044,Pedicure,Weekend,5.9,3.5
B04551,U0289,S001,Spa,Afternoon,10.3,3.1
B04552,U0889,S025,Manicure,Afternoon,10.7,3.3
B04553,U0060,S036,Spa,Afternoon,14,3.9
B04554,U0196,S089,Pedicure,Weekend,6.2,3.4
B04555,U0728,S016,Spa,Morning,2.9,3.8
B04556,U0486,S033,Haircut,Weekend,12.3,4.2
B04557,U0608,S033,Pedicure,Weekend,7,3.9
B04558,U0126,S020,Coloring,Weekend,13,3.9
B04559,U0262,S064,Pedicure,Afternoon,7.6,2.4
B04560,U0555,S089,Pedicure,Weekend,11.1,3.8
B04561,U0914,S083,Haircut,Evening,11.9,2.9
B04562,U0344,S091,Manicure,Afternoon,7.4,4.9
B04563,U0707,S003,Coloring,Evening,1.2,4.1
B04564,U0416,S045,Pedicure,Weekend,6.4,4
B04565,U0500,S063,Manicure,Morning,6.1,3.9
B04566,U0113,S058,Manicure,Evening,7.2,2.8
B04567,U0443,S077,Haircut,Weekend,2.7,4.4
B04568,U0265,S012,Haircut,Afternoon,1.7,3.1
B04569,U0732,S073,Haircut,Weekend,1.5,3.7
B04570,U0165,S089,Haircut,Weekend,12.4,3.4
B04571,U0397,S066,Haircut,Evening,1.8,3.7
B04572,U0049,S005,Spa,Afternoon,12.2,4
B04573,U0789,S019,Coloring,Afternoon,1.5,4.4
B04574,U0736,S086,Manicure,Morning,12.7,4.8
B04575,U0058,S049,Pedicure,Weekend,2.6,2.8
B04576,U0575,S004,Spa,Morning,15,3.1
B04577,U0619,S034,Manicure,Evening,3.5,4.1
B04578,U0102,S092,Haircut,Evening,9.1,3.5
B04579,U0043,S078,Manicure,Morning,6,4.4
B04580,U0208,S100,Coloring,Evening,13.7,4.1
B04581,U0062,S079,Manicure,Morning,1.5,4
B04582,U0680,S052,Manicure,Morning,4.8,4.2
B04583,U0882,S031,Haircut,Afternoon,1,3.3
B04584,U0999,S099,Manicure,Evening,6,3.7
B04585,U0266,S081,Haircut,Morning,10.9,5
B04586,U0435,S003,Coloring,Weekend,14.5,3
B04587,U0070,S087,Coloring,Evening,8.7,4.3
B04588,U0523,S076,Coloring,Weekend,7.1,4.7
B04589,U0106,S079,Manicure,Morning,6.8,4.9
B04590,U0584,S001,Manicure,Weekend,3.4,3.8
B04591,U0066,S091,Manicure,Afternoon,11,5
B04592,U0185,S047,Coloring,Weekend,3.3,4.2
B04593,U0916,S053,Manicure,Afternoon,9.6,4.2
B04594,U0324,S034,Spa,Weekend,1.3,3.8
B04595,U0396,S046,Pedicure,Weekend,4.3,4.1
B04596,U0542,S061,Manicure,Evening,1.4,4.1
B04597,U0403,S016,Spa,Afternoon,5.2,4.8
B04598,U0007,S036,Coloring,Evening,4.4,3.8
B04599,U0880,S027,Coloring,Evening,11.5,4.3
B04600,U0740,S076,Spa,Afternoon,10.7,3.6
B04601,U0890,S055,Spa,Weekend,11.2,4.8
B04602,U0697,S018,Haircut,Afternoon,4.3,3.9
B04603,U0719,S068,Coloring,Weekend,9.5,4.5
B04604,U0452,S006,Spa,Evening,2.3,3.4
B04605,U0324,S083,Spa,Afternoon,6.1,3.2
B04606,U0962,S034,Coloring,Morning,9.8,3.9
B04607,U0650,S060,Spa,Evening,2.2,4.1
B04608,U0426,S020,Coloring,Evening,6.3,4.2
B04609,U0598,S005,Haircut,Afternoon,7,3.5
B04610,U0066,S008,Manicure,Afternoon,12.7,4.5
B04611,U0133,S057,Haircut,Weekend,10.5,4.3
B04612,U0973,S006,Coloring,Evening,2.3,3.1
B04613,U0379,S017,Haircut,Morning,8.3,2.8
B04614,U0081,S089,Haircut,Morning,13.4,3.4
B04615,U0265,S092,Haircut,Afternoon,13.8,3.3
B04616,U0687,S082,Coloring,Weekend,5.3,5
B04617,U0792,S025,Haircut,Evening,1.6,3.6
B04618,U0683,S076,Pedicure,Afternoon,2.9,3.7
B04619,U0875,S070,Pedicure,Weekend,2.5,3.4
B04620,U0097,S047,Coloring,Morning,1.4,4.5
B04621,U0309,S024,Coloring,Evening,11,4.3
B04622,U0928,S068,Manicure,Evening,4.4,3.3
B04623,U0399,S089,Pedicure,Weekend,12,3.4
B04624,U0895,S062,Pedicure,Afternoon,4.4,2.5
B04625,U0296,S052,Coloring,Evening,3.1,4.8
B04626,U0467,S094,Coloring,Evening,9.3,4.2
B04627,U0782,S064,Haircut,Afternoon,2.1,2.5
B04628,U0730,S051,Spa,Afternoon,1.9,4.1
B04629,U0967,S009,Manicure,Afternoon,14.2,4.2
B04630,U0521,S014,Haircut,Morning,12,4.9
B04631,U0462,S008,Haircut,Evening,10,4.1
B04632,U0741,S008,Manicure,Evening,8.7,5
B04633,U0778,S100,Pedicure,Evening,6,4.6
B04634,U0919,S023,Coloring,Weekend,10,5
B04635,U0867,S092,Haircut,Afternoon,3.5,2.8
B04636,U0309,S095,Coloring,Evening,5.3,4.7
B04637,U0307,S095,Haircut,Morning,11.4,4.2
B04638,U0953,S067,Coloring,Afternoon,3.1,3.3
B04639,U0033,S041,Coloring,Weekend,7.8,3.9
B04640,U0681,S100,Coloring,Weekend,7.6,3.7
B04641,U0762,S021,Spa,Weekend,2,5
B04642,U0972,S099,Manicure,Morning,1.7,4.2
B04643,U0495,S023,Coloring,Morning,8.8,4.7
B04644,U0795,S043,Pedicure,Afternoon,1.8,2.6
B04645,U0729,S092,Haircut,Evening,13.8,2.5
B04646,U0296,S002,Haircut,Afternoon,13.2,2.3
B04647,U0961,S017,Manicure,Evening,12.8,2.5
B04648,U0115,S089,Haircut,Evening,4.5,3.3
B04649,U0722,S044,Coloring,Morning,0.5,2.7
B04650,U0257,S083,Haircut,Evening,1.4,2.9
B04651,U0036,S056,Haircut,Evening,1.2,4.1
B04652,U0626,S061,Manicure,Morning,13.5,4
B04653,U0829,S094,Coloring,Evening,2.5,4.9
B04654,U0187,S096,Pedicure,Evening,0.7,3.5
B04655,U0645,S045,Pedicure,Morning,1.4,3.1
B04656,U0480,S071,Haircut,Weekend,13.8,3
B04657,U0213,S013,Spa,Morning,2.6,3.5
B04658,U0879,S090,Pedicure,Morning,9.5,4.4
B04659,U0190,S099,Manicure,Evening,1,3.8
B04660,U0277,S054,Coloring,Morning,8.8,3.9
B04661,U0559,S053,Manicure,Afternoon,1,4.5
B04662,U0871,S050,Haircut,Morning,1,2.7
B04663,U0372,S100,Coloring,Morning,7.4,3.6
B04664,U0022,S051,Spa,Afternoon,6.4,5
B04665,U0627,S001,Haircut,Morning,1.8,3.6
B04666,U0943,S018,Spa,Evening,6.3,3.5
B04667,U0165,S042,Coloring,Weekend,11.5,3.1
B04668,U0468,S064,Haircut,Evening,1.3,3
B04669,U0859,S012,Coloring,Morning,0.6,3.6
B04670,U0473,S034,Spa,Weekend,4.4,5
B04671,U0078,S029,Haircut,Evening,2,3.5
B04672,U0249,S052,Manicure,Morning,8.5,4.2
B04673,U0401,S011,Coloring,Weekend,13.1,3.9
B04674,U0706,S038,Spa,Weekend,14.2,3.5
B04675,U0224,S091,Haircut,Evening,12.2,5
B04676,U0402,S085,Coloring,Weekend,11.3,3.8
B04677,U0658,S043,Pedicure,Weekend,12.3,3.1
B04678,U0123,S005,Spa,Afternoon,1.3,4
B04679,U0529,S017,Haircut,Afternoon,4.1,3
B04680,U0302,S021,Haircut,Morning,13.8,4.6
B04681,U0988,S051,Spa,Weekend,2,5
B04682,U0623,S014,Haircut,Afternoon,1,5
B04683,U0730,S086,Spa,Afternoon,1.9,4.5
B04684,U0641,S012,Manicure,Evening,11.7,4
B04685,U0827,S081,Coloring,Weekend,10.1,4.6
B04686,U0663,S098,Coloring,Evening,8.7,3.5
B04687,U0332,S075,Spa,Afternoon,2,3.5
B04688,U0495,S083,Spa,Weekend,2.5,3
B04689,U0290,S030,Manicure,Afternoon,7.2,4.2
B04690,U0461,S022,Spa,Evening,1.3,4
B04691,U0031,S001,Spa,Afternoon,1.8,3.4
B04692,U0540,S039,Pedicure,Evening,11.4,4.4
B04693,U0083,S073,Manicure,Afternoon,9.4,3.7
B04694,U0002,S094,Coloring,Evening,7.1,5
B04695,U0988,S032,Haircut,Morning,5.2,2.9
B04696,U0161,S063,Spa,Afternoon,1.1,3.8
B04697,U0101,S008,Haircut,Afternoon,2.9,4.7
B04698,U0546,S036,Spa,Weekend,12.1,4.1
B04699,U0023,S052,Manicure,Weekend,8.7,4.5
B04700,U0061,S062,Pedicure,Weekend,14.6,2.8
B04701,U0784,S046,Haircut,Morning,5.2,4.1
B04702,U0575,S082,Spa,Weekend,7,5
B04703,U0217,S095,Spa,Morning,3.2,4.1
B04704,U0105,S024,Manicure,Morning,6.1,4.2
B04705,U0850,S062,Pedicure,Morning,1.5,3.1
B04706,U0833,S027,Spa,Evening,1.6,4.1
B04707,U0772,S036,Pedicure,Evening,3.8,3.9
B04708,U0503,S098,Coloring,Morning,11.5,3.6
B04709,U0584,S014,Haircut,Weekend,6,4.6
B04710,U0440,S020,Coloring,Evening,1.8,4.7
B04711,U0596,S076,Coloring,Morning,5.9,4.7
B04712,U0860,S075,Spa,Evening,2.5,3.7
B04713,U0936,S017,Haircut,Morning,5.1,3.3
B04714,U0591,S086,Pedicure,Weekend,14,5
B04715,U0357,S042,Haircut,Afternoon,13.8,3.3
B04716,U0998,S036,Pedicure,Afternoon,12.7,4.9
B04717,U0829,S095,Manicure,Evening,1.5,5
B04718,U0476,S004,Spa,Weekend,0.6,3
B04719,U0005,S068,Haircut,Morning,10.6,4.2
B04720,U0090,S027,Pedicure,Morning,2.7,4.3
B04721,U0374,S024,Coloring,Weekend,13.2,4
B04722,U0643,S024,Coloring,Weekend,2.9,4.1
B04723,U0597,S082,Spa,Morning,14.2,4.9
B04724,U0340,S062,Pedicure,Weekend,6.5,2.7
B04725,U0274,S008,Manicure,Weekend,11.3,4.7
B04726,U0334,S022,Spa,Morning,2.4,3.9
B04727,U0591,S068,Pedicure,Weekend,12.9,4.6
B04728,U0149,S059,Manicure,Afternoon,11.5,4.2
B04729,U0475,S049,Coloring,Weekend,3.2,2.4
B04730,U0754,S015,Spa,Weekend,13.9,5
B04731,U0318,S070,Spa,Evening,6.2,3.9
B04732,U0943,S042,Spa,Weekend,11.5,3.5
B04733,U0612,S004,Spa,Morning,14.5,3.7
B04734,U0304,S074,Spa,Afternoon,4.6,2.9
B04735,U0746,S044,Haircut,Morning,1.9,4
B04736,U0748,S084,Coloring,Evening,13.9,2.9
B04737,U0304,S069,Manicure,Evening,2.7,3.1
B04738,U0208,S057,Coloring,Afternoon,6.2,4.1
B04739,U0495,S045,Pedicure,Afternoon,14.9,4.2
B04740,U0279,S024,Manicure,Weekend,5.9,3.8
B04741,U0369,S096,Coloring,Evening,13,3.8
B04742,U0549,S054,Haircut,Morning,9.4,3.7
B04743,U0510,S048,Haircut,Evening,2.2,3.9
B04744,U0867,S058,Haircut,Weekend,3.4,2.9
B04745,U0205,S014,Haircut,Weekend,10.6,3.8
B04746,U0779,S026,Manicure,Evening,12.6,4.5
B04747,U0408,S064,Haircut,Weekend,6,3.7
B04748,U0051,S037,Spa,Evening,3.8,3.9
B04749,U0342,S065,Spa,Morning,3,4.6
B04750,U0058,S090,Haircut,Weekend,12.9,4.5
B04751,U0662,S005,Coloring,Afternoon,1.5,4
B04752,U0628,S063,Pedicure,Morning,10.3,4.9
B04753,U0468,S009,Spa,Evening,2,3.8
